date,selected_non_cash_count,buy_now_count,wait_for_pullback_count,do_not_buy_count,sgov_weight
2026-01-09,6,3,3,0,0.24137835972403465
2026-01-16,6,5,1,0,0.09310637192243267
2026-01-23,6,1,5,0,0.5821445748975009
2026-01-30,6,3,3,0,0.23541240523376739
2026-02-06,6,5,1,0,0.0827774259847609
2026-02-13,6,5,1,0,0.09580336287055315
2026-02-20,6,4,2,0,0.17692478830705305
2026-02-27,6,1,5,0,0.5874915949744361
2026-03-06,6,2,4,0,0.3887449928376888
2026-03-13,6,1,5,0,0.5345396463390384
2026-03-20,6,1,5,0,0.5409829818831103
2026-03-27,6,4,2,0,0.15662035167954547
