Schedule,Total Return,CAGR,Annual Vol,Sharpe,Max Drawdown,Calmar,Avg Turnover/Trade Date,Num Trade Dates,Avg BUY NOW Count,Avg WAIT Count,Avg DO NOT BUY,Avg SGOV Weight
Quarterly,0.22382572489603847,0.17602526007280872,0.26292246236398104,0.751759868406706,-0.20792931508392876,0.846562977431815,0.08267024834971819,55,0.6764705882352942,2.1470588235294117,0.4117647058823529,0.361764705882353
Weekly,0.21191940408076215,0.16683195615942958,0.25333766775154964,0.7413031895822895,-0.20931046336610803,0.7970550228424144,0.5653570069272873,63,2.507936507936508,1.4761904761904763,0.015873015873015872,0.19999999999999987
QQQ,0.1537700683578085,0.12167249840997574,0.22619816129065518,0.620806593909377,-0.22768313593054124,0.5343939853634749,0.0,0,,,,
SPY,0.13804002552062244,0.10937993921364764,0.1853408750166552,0.6532752798325963,-0.18755233666641313,0.583196888707361,0.0,0,,,,
Monthly,0.12705098858668884,0.10077245498567677,0.25486393691431075,0.5070609716289716,-0.2079293150839292,0.4846476551178014,0.12018427733561775,66,1.2714285714285714,2.1,0.4,0.2514285714285713
DIA,0.11869180379905275,0.09421379289550247,0.16274326991168064,0.635717789049109,-0.15832209490144622,0.5950767197348514,0.0,0,,,,
