date,selected_non_cash_count,buy_now_count,wait_for_pullback_count,do_not_buy_count,sgov_weight
2026-01-09,6,3,3,0,0.24703350804005986
2026-01-16,6,5,1,0,0.10000000000000009
2026-01-23,6,1,5,0,0.5871082627747152
2026-01-30,6,3,3,0,0.2414491756198257
2026-02-06,6,5,1,0,0.09131433515121179
2026-02-13,6,5,1,0,0.09999999999999987
2026-02-20,6,4,2,0,0.20000000000000018
2026-02-27,6,1,5,0,0.6217557174425838
2026-03-06,6,2,4,0,0.4716730401755965
2026-03-13,6,1,5,0,0.5
2026-03-20,6,1,5,0,0.536125771514408
2026-03-27,6,4,2,0,0.16223819264409545
