date,selected_non_cash_count,buy_now_count,wait_for_pullback_count,do_not_buy_count,sgov_weight
2025-06-06,6,6,0,0,0.0
2025-06-13,6,5,0,1,0.11857221933547168
2025-06-20,6,3,3,0,0.27436975203376246
2025-06-27,6,5,1,0,0.09999999999999998
2025-07-11,6,3,3,0,0.27600843033533984
2025-07-18,6,4,2,0,0.16814432251964206
2025-07-25,6,6,0,0,0.0
2025-08-01,6,2,4,0,0.5000000000000001
2025-08-08,6,5,1,0,0.09999999999999987
2025-08-15,6,6,0,0,0.0
2025-08-22,6,6,0,0,0.0
2025-08-29,6,5,1,0,0.10000000000000009
2025-09-05,6,2,4,0,0.4314856065178443
2025-09-12,6,4,2,0,0.17208638614727756
2025-09-19,6,3,3,0,0.2601477613711001
2025-09-26,6,6,0,0,0.0
2025-10-03,6,5,1,0,0.09999999999999987
2025-10-10,6,3,3,0,0.24834274686184132
2025-10-17,6,4,2,0,0.2000000000000003
2025-10-24,6,6,0,0,0.0
2025-10-31,6,4,2,0,0.19999999999999996
2025-11-07,6,1,5,0,0.5001221734668296
2025-11-14,6,6,0,0,0.0
2025-11-21,6,4,2,0,0.19842423302650225
2025-11-28,6,3,3,0,0.30000000000000004
2025-12-05,6,3,3,0,0.29415464136091585
2025-12-12,6,4,2,0,0.20000000000000018
2025-12-19,6,5,1,0,0.10000000000000009
2025-12-26,6,3,3,0,0.29437882231763535
2026-01-02,6,5,1,0,0.09999999999999998
2026-01-09,6,3,3,0,0.24703350804005986
2026-01-16,6,5,1,0,0.10000000000000009
2026-01-23,6,1,5,0,0.5871082627747152
2026-01-30,6,3,3,0,0.24144915025683167
2026-02-06,6,5,1,0,0.09131433515121179
2026-02-13,6,5,1,0,0.09999999999999998
2026-02-20,6,4,2,0,0.20000000000000018
2026-02-27,6,1,5,0,0.6217557174425838
2026-03-06,6,2,4,0,0.47167301602469935
2026-03-13,6,1,5,0,0.5
2026-03-20,6,1,5,0,0.5361257485133629
2026-03-27,6,4,2,0,0.16223818081836397
