Date,Weekly,Monthly,Quarterly,DIA,QQQ,SPY
2025-02-13,1.034102326613894,1.02676850413846,1.0048187345264494,1.0557527331412062,1.0503105742220837,1.0429154430268204
2025-02-14,1.0379290283835325,1.0343751196009947,1.0052188974042469,1.052282818726262,1.0547204952382352,1.042864075572223
2025-02-18,1.0306946712841871,1.027869767301597,1.0054188989384178,1.052589596511234,1.0571115047439485,1.0459256817785128
2025-02-19,1.0183382627653157,1.018168235929835,1.0054188989384178,1.0543600104476225,1.0574055957832424,1.0483888836168112
2025-02-20,1.0042412521302666,1.0084970137438212,1.0056190602820445,1.044257044987762,1.052917306667795,1.0440273101162323
2025-02-21,0.9670458890947223,0.9802878313388999,1.006018983445658,1.0263355404596513,1.0310644043124604,1.0261700764771373
2025-02-24,0.9604957547622215,0.9702088790503512,1.0061190241651075,1.027233924410952,1.018893393081686,1.0215005100735286
2025-02-25,0.9602324126136158,0.9496988397524045,1.0062190648845568,1.0310162691328693,1.0060560122446844,1.0164204276822497
2025-02-26,0.9689568648928824,0.955101598453365,1.0062190648845568,1.0267845856165485,1.0084862058000459,1.0169336785791148
2025-02-27,0.963023158023109,0.9393716538684171,1.0065191870429049,1.0220803659428062,0.9804793009806305,1.000701351101742
2025-02-28,0.9565433447328205,0.9510649051991279,1.0067193483865315,1.036311581107304,0.9959625983129913,1.016317798685332
2025-03-03,0.9534688374825013,0.9480080066668657,1.0069500333362522,1.0214657092322128,0.9741684419368525,0.9985120384131121
2025-03-04,0.9453783866506486,0.9399638925179522,1.0070503936746136,1.0060522360569533,0.971228554783304,0.986692969627748
2025-03-05,0.9528314099182732,0.9473742298607416,1.0070503936746136,1.0176359420529872,0.9838895171110605,0.9972975423267826
2025-03-06,0.9474338404133,0.9420075740183063,1.0073515545944256,1.0068324309118664,0.9568233906265132,0.9795944110514802
2025-03-07,0.954368179697989,0.9489021980525715,1.0076523958953256,1.0124115435363852,0.9638594254462663,0.9850849035181517
2025-03-10,0.9381379438060451,0.9437392139094477,1.0076523958953256,0.9916790471580368,0.9265037240195757,0.9588467254465686
2025-03-11,0.9403930194265558,0.9453717759813806,1.0078531165720483,0.9804500552699197,0.9242890126420023,0.9508758733526405
2025-03-12,0.9414694384777464,0.9438389758720749,1.0078531165720483,0.9785825941376153,0.9347157016626376,0.9559217460782802
2025-03-13,0.9399592092564054,0.9416989029465077,1.0081541176824045,0.9663605202023339,0.9178997854989283,0.9431788044961033
2025-03-14,0.9560452824595689,0.9566272924859357,1.0084551187927606,0.9819157468838821,0.9400859027526524,0.9626608383846429
2025-03-17,0.9740632649386018,0.9688152017344566,1.0085552394169381,0.9910172616276415,0.9461810990469849,0.9700843358283442
2025-03-18,0.9725608060288169,0.9670623526492023,1.0086555997552997,0.9846817387862405,0.9300511144190501,0.9595992321783529
2025-03-19,0.9693920492080502,0.9694613046048438,1.0088563204320224,0.9938775845789803,0.942496534378466,0.970050126162705
2025-03-20,0.9599748251050472,0.9616078441670247,1.0088563204320224,0.9931684500006533,0.939301920806929,0.9672449335802925
2025-03-21,0.94843981476264,0.9527817594059553,1.0091572416376506,0.9938814018665655,0.9423984839685172,0.9675640472724623
2025-03-24,0.9762490415552217,0.9569207738886588,1.0093580422191013,1.0077845505268663,0.9630788141714803,0.9848916136116764
2025-03-25,0.9827263171041573,0.9543705178573106,1.0094582427480068,1.008566213569312,0.9685746329444682,0.9872591766633735
2025-03-26,0.9575969356780779,0.9569528296056234,1.0096589634247295,1.0048003859571386,0.9507522705531626,0.9754729406840408
2025-03-27,0.9515587450568461,0.9597227543337856,1.0097593237630909,1.0017449408826948,0.9453348800700233,0.9728824322881627
2025-03-28,0.9277070105095278,0.9552322267537653,1.010060244968719,0.9844072611269895,0.9204462672016323,0.9532902496310016
2025-03-31,0.9301678339313948,0.9558940893620553,1.010060244968719,0.9944973065365618,0.9204070831519842,0.9596894694388005
2025-04-01,0.9321530026003755,0.9570212037279701,1.0112512277619106,0.9938101947712262,0.9278265317908742,0.9623999764451094
2025-04-02,0.9341117069666435,0.9584956798492537,1.012809255715884,0.9995894213564614,0.9345982698947983,0.9684905678762131
2025-04-03,0.9189082328622833,0.9487069758625407,1.0024658705471945,0.959774671386596,0.884565956596713,0.9207624709588536
2025-04-04,0.8743878751167525,0.9061221185559448,0.9574679237225997,0.907667007432993,0.8296264881286475,0.8668583114024311
2025-04-07,0.8533789028239578,0.8948648158577344,0.9455727210557123,0.8990218053744179,0.8316285462843981,0.865314269264596
2025-04-08,0.8527917577021347,0.8874916094423876,0.9377817086820923,0.8917031107516988,0.8166521737848115,0.851761098759386
2025-04-09,0.8910753035268539,0.9238782522833573,0.9762302165142384,0.9618115613601818,0.9146755581755834,0.9412124371516545
2025-04-10,0.8847514430493222,0.9309345390103252,0.9836863508070733,0.9371788248010349,0.875772417835833,0.899969454899163
2025-04-11,0.8996390608801774,0.9510586368054585,1.0049507893834144,0.9519349170084974,0.8919067963740971,0.9160273448554594
2025-04-14,0.9049005579307658,0.9586908957310161,1.0130155335907545,0.9602482352752904,0.8979523354626544,0.9249142322376638
2025-04-15,0.9080591146006751,0.9634511192424519,1.0180454972442337,0.9561981665567728,0.8989533645405297,0.9223235120172306
2025-04-16,0.9261457423775512,0.9726362530947605,1.0277511107135302,0.9397604123492777,0.8718467298141803,0.9018221783698321
2025-04-17,0.9199245049180164,0.9717837520259376,1.0268503022997173,0.9274072292673201,0.8716897528533782,0.9031089066294308
2025-04-21,0.9367581660028136,0.9721944686223594,1.0272842923312608,0.9043264403396858,0.8501183015213223,0.881612421222448
2025-04-22,0.9304913566930794,0.9719536645161994,1.0270298429553684,0.9286158412442949,0.8724356341793978,0.904550160901932
2025-04-23,0.919699957260786,0.9619696936414284,1.0164801260152188,0.9381894516892159,0.892220870676806,0.9185663798844624
2025-04-24,0.9303547188206629,0.9723746071718561,1.0274746385102547,0.9502039239073639,0.9173253268662999,0.9379014075318033
2025-04-25,0.9251054713787408,0.9650009361970208,1.01968313525268,0.9502984751844741,0.9275517017283657,0.9446779927844083
2025-04-28,0.9271288515964974,0.970925351768074,1.025943260416743,0.9532608371693403,0.927257249545757,0.9450382004402561
2025-04-29,0.9302346376333792,0.9655222849788934,1.020234026490729,0.9602274604217016,0.9333813373052677,0.950991317735138
2025-04-30,0.9227358856200935,0.9630870740977178,1.0176608233225493,0.9629055078908473,0.9332634842035613,0.9513687890922217
2025-05-01,0.9271532749397078,0.9599824434217564,1.004507656196761,0.9654646321698388,0.9454526127906249,0.9581110587669099
2025-05-02,0.936951060381911,0.9695740836799648,1.0083703419858283,0.9787824878702016,0.959486822572637,0.9723333830414956
2025-05-05,0.9410113218288751,0.9693652126262138,1.0174276885785307,0.9769340397664465,0.9537946020269891,0.9667576311914199
2025-05-06,0.9416902752493836,0.966455335988362,1.029211391618788,0.967407851778834,0.944922695166813,0.9586771598902579
2025-05-07,0.9382286054071537,0.9666293247523069,1.0263133257640222,0.9740666695149505,0.948632419486258,0.9627089225586373
2025-05-08,0.9358207329043299,0.9629906044442375,1.0178022639890623,0.980772983117752,0.9584268669439083,0.9694168766554089
2025-05-09,0.9420758727417539,0.9706121754613611,1.0273126206255307,0.9773131991967839,0.9577987785290428,0.9681816217626853
