Schedule,Total Return,CAGR,Annual Vol,Sharpe,Max Drawdown,Calmar,Avg Turnover/Trade Date,Num Trade Dates,Avg BUY NOW Count,Avg WAIT Count,Avg DO NOT BUY,Avg SGOV Weight
QQQ,0.30515414248349515,0.1567559141096575,0.21650814226115964,0.7813730062912466,-0.22768301700343185,0.6884831208438121,0.0,0,,,,
Weekly,0.30356377177901983,0.15598498928986304,0.13404682896264963,1.150913036455254,-0.11266373965655396,1.3845181223823237,0.4181798728703876,93,1.913978494623656,1.075268817204301,0.010752688172043012,0.5096774193548387
SPY,0.27281343261128677,0.14099415737038878,0.17057885101076897,0.8594106624220702,-0.18755225458981695,0.7517593306396008,0.0,0,,,,
DIA,0.24021025591694722,0.12491965390976367,0.15075699576302115,0.8574096740810039,-0.15954323739814025,0.7829830705893638,0.0,0,,,,
Monthly,0.14213335065010835,0.07537140016120647,0.09488582064885301,0.8150445267308233,-0.06447429023640927,1.169014810164494,0.15984679133892413,96,0.9230769230769231,1.625,0.22115384615384615,0.6528846153846154
Quarterly,0.12216033264307069,0.06504779386118709,0.09215109900050877,0.7315230033882466,-0.07122787710595702,0.9132350493111486,0.11964647943046548,83,0.45,1.73,0.31,0.7370000000000002
