Schedule,Total Return,CAGR,Annual Vol,Sharpe,Max Drawdown,Calmar,Avg Turnover/Trade Date,Num Trade Dates,Avg BUY NOW Count,Avg WAIT Count,Avg DO NOT BUY,Avg SGOV Weight,run_name,start_date,end_date,top_k,allocation_mode,execution_mode,benchmark_hurdle,hold_band,transaction_cost_bps
Weekly,0.0545006726714905,0.2403145679818232,0.1957273081397941,1.182626802614894,-0.0808461678267036,2.9724917635792623,0.3804071097271981,12,1.6666666666666667,1.3333333333333333,0.0,0.5333333333333333,start_2026-01-01__topk_3__alloc_equal__exec_overlay,2026-01-01,2026-04-03,3,equal,overlay,spy,,0
Weekly,0.0545006726714905,0.2403145679818232,0.1957273081397941,1.182626802614894,-0.0808461678267036,2.9724917635792623,0.3804071097271981,12,1.6666666666666667,1.3333333333333333,0.0,0.5333333333333333,start_2026-01-01__topk_3__alloc_score_proportional__exec_overlay,2026-01-01,2026-04-03,3,score_proportional,overlay,spy,,0
Weekly,0.0545006726714905,0.2403145679818232,0.1957273081397941,1.182626802614894,-0.0808461678267036,2.9724917635792623,0.3804071097271981,12,1.6666666666666667,1.3333333333333333,0.0,0.5333333333333333,start_2026-01-01__topk_3__alloc_momentum_proportional__exec_overlay,2026-01-01,2026-04-03,3,momentum_proportional,overlay,spy,,0
Monthly,0.1927743194691287,0.2358998017728815,0.3227844659824441,0.816053793558992,-0.2310245646412335,1.0211026785797384,0.171965068206466,43,1.553191489361702,3.382978723404255,0.5531914893617021,0.0978723404255319,start_2025-06-01__topk_6__alloc_score_proportional__exec_pure_topk,2025-06-01,2026-04-03,6,score_proportional,pure_topk,spy,,0
Monthly,0.1901603418808164,0.2326463263075953,0.3341346807336317,0.7917513046294443,-0.2339744977310798,0.9943234350907292,0.144792517787998,43,1.553191489361702,3.382978723404255,0.5531914893617021,0.0851063829787234,start_2025-06-01__topk_6__alloc_momentum_proportional__exec_pure_topk,2025-06-01,2026-04-03,6,momentum_proportional,pure_topk,spy,,0
Quarterly,0.1861907224200243,0.2277083108111881,0.169844853142657,1.286570619800142,-0.0972265187914797,2.3420391230868898,0.2711508656549896,42,1.4130434782608696,3.4782608695652173,0.5869565217391305,0.5392933058430194,start_2025-06-01__topk_6__alloc_momentum_proportional__exec_overlay,2025-06-01,2026-04-03,6,momentum_proportional,overlay,spy,,0
Monthly,0.1843764475269178,0.2254525478825451,0.3176020571434152,0.7971541138689288,-0.2241272198652412,1.0059132845091316,0.1304106223818804,43,1.553191489361702,3.382978723404255,0.5531914893617021,0.0851063829787233,start_2025-06-01__topk_6__alloc_equal__exec_pure_topk,2025-06-01,2026-04-03,6,equal,pure_topk,spy,,0
Quarterly,0.1827682853736492,0.2234536353828913,0.3076936372416649,0.8074286865722247,-0.2079293150839291,1.0746615276094953,0.0763996040739525,42,0.8043478260869565,2.4347826086956523,0.4130434782608695,0.2695652173913042,start_2025-06-01__topk_4__alloc_equal__exec_pure_topk,2025-06-01,2026-04-03,4,equal,pure_topk,spy,,0
Quarterly,0.1827682853736492,0.2234536353828913,0.3076936372416649,0.8074286865722247,-0.2079293150839291,1.0746615276094953,0.0763996040739525,42,0.8043478260869565,2.4347826086956523,0.4130434782608695,0.2695652173913042,start_2025-06-01__topk_4__alloc_momentum_proportional__exec_pure_topk,2025-06-01,2026-04-03,4,momentum_proportional,pure_topk,spy,,0
Monthly,0.1810206374267078,0.2212819657384972,0.1628252911851091,1.3027726875457182,-0.0972265187914807,2.275942494794812,0.275021299754923,43,1.553191489361702,3.382978723404255,0.5531914893617021,0.5266659692387816,start_2025-06-01__topk_6__alloc_momentum_proportional__exec_overlay,2025-06-01,2026-04-03,6,momentum_proportional,overlay,spy,,0
Monthly,0.1750417576352649,0.2138573654661495,0.1606292053366388,1.2806837233393336,-0.1053762215489788,2.029465113880067,0.2827325977393113,43,1.553191489361702,3.382978723404255,0.5531914893617021,0.5184216044518599,start_2025-06-01__topk_6__alloc_score_proportional__exec_overlay,2025-06-01,2026-04-03,6,score_proportional,overlay,spy,,0
