date,turnover
2025-01-31,0.0
2025-02-28,1.0
2025-03-31,0.9058782327681967
2025-04-30,1.0
2025-06-30,0.8044469802512615
2025-07-31,0.9999999999999999
2025-09-30,0.9999999999999999
2025-10-31,0.81345249432678
2025-12-31,0.8994146548543825
