ticker,last_close,ret_6m,realized_vol20,atr15,above_ema10,above_sma200,sma50_gt_sma200,macd,macd_signal,macd_hist,weekly_macd_hist,breakout_89d,breakout_recent,exit_13d,raw_score,selected,entry_label,model_target_alloc_pct,current_alloc_pct,target_alloc_pct,delta_pct_points,action,rationale
VWOB,65.72000122070312,0.012587679583644817,0.10439806170316421,0.5408572468758563,True,True,True,-0.40982182932152966,-0.44686208605453726,0.03704025673300759,-0.3954767172741258,False,True,False,11.73886150039965,False,DO NOT BUY,0.0,0.0,0.0,0.0,HOLD,Not selected: outranked by stronger candidates.
ANGL,28.809999465942383,0.004138345217672201,0.09135261042819819,0.22115513977267726,True,True,True,-0.1318971312197057,-0.17356128160772416,0.04166415038801846,-0.14804939912893633,False,True,False,11.68408884827921,False,DO NOT BUY,0.0,0.0,0.0,0.0,HOLD,Not selected: outranked by stronger candidates.
FTCS,93.05999755859375,0.003965303919935437,0.10992266094373007,1.07868004272788,True,True,True,-1.0506002293718524,-1.1081642872918576,0.057564057920005185,-0.5558016074146668,False,True,False,11.651192814448496,False,DO NOT BUY,0.0,0.0,0.0,0.0,HOLD,Not selected: outranked by stronger candidates.
XLU,46.34000015258789,0.06788363453515167,0.176759379034435,0.7868149477352783,True,True,True,0.09534715401738936,0.11279747194278508,-0.017450317925395725,0.10923750601471949,False,True,False,11.619267503480133,False,DO NOT BUY,0.0,0.0,0.0,0.0,HOLD,Not selected: outranked by stronger candidates.
JMOM,69.08999633789062,0.02187369984453702,0.22760955147215942,1.3227468735006378,True,True,True,-0.533192702667435,-0.5753937727292202,0.042201070061785195,-0.5791816155935843,False,True,False,11.615410787081176,False,DO NOT BUY,0.0,0.0,0.0,0.0,HOLD,Not selected: outranked by stronger candidates.
VIG,216.02000427246094,0.0038060301590914225,0.14133725735527372,2.9310150893739415,True,True,True,-2.3156682667494977,-2.6229113368257893,0.3072430700762916,-2.144103325112111,False,True,False,11.596755925433705,False,DO NOT BUY,0.0,0.0,0.0,0.0,HOLD,Not selected: outranked by stronger candidates.
PKW,132.27999877929688,0.004086952976528613,0.16483729503714026,2.0419948633613787,True,True,True,-1.190508480113948,-1.4692302051565274,0.2787217250425793,-1.3685307970761436,False,True,False,11.559669159953412,False,DO NOT BUY,0.0,0.0,0.0,0.0,HOLD,Not selected: outranked by stronger candidates.
PBW,31.760000228881836,0.04504686848763306,0.39694245190389293,1.1976208922321157,True,True,True,-0.42174041824833,-0.43772718284867074,0.015986764600340764,-0.6949180578124232,False,True,False,11.540353150357275,False,DO NOT BUY,0.0,0.0,0.0,0.0,HOLD,Not selected: outranked by stronger candidates.
IXC,56.47999954223633,0.37726252072862043,0.19366892232445748,1.2399996439615886,False,True,True,1.6488235992778186,1.8011647824886998,-0.1523411832108812,1.1520175285307452,False,False,False,11.40201186176615,False,DO NOT BUY,0.0,0.0,0.0,0.0,HOLD,Not selected: outranked by stronger candidates.
ECH,40.040000915527344,0.22845769791065274,0.33026672040873756,1.1033330281575522,True,True,True,-0.6675805842180793,-0.9565345973081751,0.28895401309009583,-0.9002109577548176,False,False,False,11.319439938286964,False,DO NOT BUY,0.0,0.0,0.0,0.0,HOLD,Not selected: outranked by stronger candidates.
